id,name,brand,supplier,supplier_rating,rating,review_rating,feedbacks,price_basic,price_sale,discount_pct
785634101,Ноутбук игровой Ryzen 5 7430U для работы и учебы 32ГБ 512ГБ,МИРНЫЙ,Первый магазин,4.7,5,5.0,30,151500.0,30118.0,80.1
611753431,Ноутбук AMD Ryzen 7 20ГБ 1TB умный трекпад 4-ядра,Vicyoung,laptop-Wangyue,4.7,5,5.0,6,49144.0,31747.0,35.4
439308367,"18.5"" Intel i7 1068 Игровой ноутбук ОЗУ 16 ГБ SSD 1 ТБ",Vicyoung,Vicyoung,4.7,5,5.0,3,68573.0,43646.0,36.4
814480659,"MagicBook X16 2026 Ноутбук 16"", Ultra 5 125H, 24 1024 ГБ",HONOR,HiGeek,4.9,0,0.0,0,112003.0,55441.0,50.5
1147295634,Ноутбук Intel Core i7 16GB 512GB SSD,PWR,Comp Comp,4.7,0,0.0,0,70000.0,27265.0,61.0
1138907752,Ноутбук Core i7 16GB 2TB SSD 15.6“,PWR,Comp Comp,4.7,0,0.0,0,62900.0,24499.0,61.1
1047135155,"Ноутбук для работы и учебы 15.6""N5095 32 ГБ +2048ГБ",,Nick,4.9,5,5.0,4,45716.0,20846.0,54.4
863676386,"Игровой ноутбук NVIDIA GTX 1060-P106 （6GB）, 16 1TB",Legion,Comp Comp,4.7,0,0.0,0,98000.0,38171.0,61.0
1023560971,ноутбук MagicBook X16 AMD 2025 16+512Гб Глобальная версия,HONOR,Мировая электроника,4.9,0,0.0,0,78574.0,49501.0,37.0
982520521,"AMD Ryzen 7 игровой ноутбук для игр мощный, 32 ГБ+1024 ГБ",ApexNote,Ноут,3.9,5,4.9,34,188000.0,35148.0,81.3
814450138,"MagicBook X14 2026 Ноутбук 14"", Ultra 5 125H, 24 1024 ГБ",HONOR,HiGeek,4.9,5,5.0,1,106186.0,52562.0,50.5
1046047761,"ноутбук zhaoyang Max16 AMD R7 16Гб+1TB,серый",Lenovo,Мировая электроника,4.9,0,0.0,0,76425.0,55026.0,28.0
694153381,Игровой ноутбук 32 ГБ 2 ТБ Windows 11 N95,Asus,iБуран,4.5,5,5.0,1,51430.0,35281.0,31.4
727169293,Ruitian 14 2025 16 ГБ + 512 ГБ AMD R7 8745HS,Lenovo,HiGeek,4.9,4,4.3,4,64276.0,50392.0,21.6
401019263,Intel Core i5 Игровой ноутбук 16ГБ RAM 512 ГБ SSD,VJSENGA,Магазин технологий,4.6,5,4.7,49,67000.0,26639.0,60.2
788293543,Ноутбук Legion Intel N95 Процессор Windows11 pro,Lenovo,Comp Comp,4.7,0,0.0,0,88000.0,34276.0,61.0
980454319,"Ноутбук ThinkBook 16 2026 AMD R7 H 260 24 ГБ+1 ТБ 14"" 2,5K",Lenovo,HiGeek,4.9,0,0.0,0,95134.0,74585.0,21.6
727017646,Lecoo 14 N155C 2025 16ГБ 1TБ i5-13420H 2.2K IPS,Lenovo,HiGeek,4.9,0,0.0,0,64276.0,46278.0,28.0
1015358731,Ноутбук Book Pro 14 2024 32+1TB Blue,Redmi,HiGeek,4.9,0,0.0,0,114495.0,56674.0,50.5
730623306,Nitro Shadow Knight QING 7 i7-14650HX RTX5060,Acer,HiGeek,4.9,0,0.0,0,198840.0,98425.0,50.5
1126632184,Nitro Shadow Knight QING 7 i7-14650HX RTX5060 16 + 1TB,Acer,HiGeek,4.9,0,0.0,0,178691.0,96314.0,46.1
